transaction_hash,block_number,date,asset_id,seller,buyer,maker,taker,sale_price_eth,sale_price_usd,timestamp
0xe33dce84071ce050bdfef1e1f4d709d4d4813a5b71d4ea1d8f4716536092f9e4,14604415,2022-04-17,5430,0x4a071c605005e69d46f7937640a2b59b2f042866,0xfd12b33cd55b073d1561e6fcb986cbd9c1ded586,0x4a071c605005e69d46f7937640a2b59b2f042866,0xfd12b33cd55b073d1561e6fcb986cbd9c1ded586,15.0,45995.37021217471,1650220938
0x253f9750eaeb34f10d2f14f036c63328d1e946753dc24973b756df39beead05a,14604413,2022-04-17,8214,0x53e1d1efe782daba0f47ce7b6d38bf7c39aef0cf,0x9161d8a046136c6cecbbd24fe71d12922e8606fe,0x53e1d1efe782daba0f47ce7b6d38bf7c39aef0cf,0x9161d8a046136c6cecbbd24fe71d12922e8606fe,16.0,49061.72822631968,1650220929
0xb1a78a32f88582ebb3513a0e3c8ea6c55b454a02e7bfa07494d999e0e4936d65,14604410,2022-04-17,7481,0xdba9f878485cb575da527489c76ca355fe3d0144,0x987dad22e28fce25574d0b728b376c6ec20cd7f5,0xdba9f878485cb575da527489c76ca355fe3d0144,0x987dad22e28fce25574d0b728b376c6ec20cd7f5,15.49999,47528.518555667055,1650220907
0xf701cb71af6a6b785609cccd9d74781bd9b608ddcd1dffa0e3c201a78d7841e6,14604404,2022-04-17,10,0xf89c94f43b36719046b55e2ae60bacbfc0db1c6a,0x756ea4b9f3141cabf9f05890010ae64259f4da60,0xf89c94f43b36719046b55e2ae60bacbfc0db1c6a,0x756ea4b9f3141cabf9f05890010ae64259f4da60,15.88,48693.765264622285,1650220863
0x3202e89014df795588ae35575a54581e6004a24add738174553f51ff39c0f43f,14604404,2022-04-17,6564,0x97d8c474077e06684ac92e628cccd39240a828eb,0xd270e1e9e4702fa4871eb4b96eb59a7b1c74c152,0x97d8c474077e06684ac92e628cccd39240a828eb,0xd270e1e9e4702fa4871eb4b96eb59a7b1c74c152,15.2,46608.6418150037,1650220863
0x825ac90af44389cca9ef1e727f5d595385b43d995cecbc7a10a1f0dd782e851f,14604399,2022-04-17,8067,0x6be1d77be2e12c4dba165777bf020f1081c9e727,0xcba9f4a67a51fea7023e09030e75523ad6f41533,0x6be1d77be2e12c4dba165777bf020f1081c9e727,0xcba9f4a67a51fea7023e09030e75523ad6f41533,15.99,49031.06464617823,1650220805
0xb7bd4c15d3fb4a5129d0e58382138203fc4edae721e2b29a7a011a8fd7a98f11,14604395,2022-04-17,8549,0x5dead1f49f17a4463956a5b6aabd6d96a900337d,0x8ee8608663e349cb8a5ab505f86ea64b67ee9335,0x5dead1f49f17a4463956a5b6aabd6d96a900337d,0x8ee8608663e349cb8a5ab505f86ea64b67ee9335,15.69,48111.157241934736,1650220767
0x02e0de9c67fab33251af12cff3ef33cf571826677815b4d4534cce9d4fa9b7a1,14604392,2022-04-17,8877,0xf22af10cecdbfb561a8accb53e9f84c318e475d3,0xc8dd40ba1bdb6a3f956904f02b14db24013b8b5d,0xf22af10cecdbfb561a8accb53e9f84c318e475d3,0x00000000a50bb64b4bbeceb18715748dface08af,15.0,45995.37021217471,1650220731
0x862139714df04ca7d5d06e70888f2be6490c73f57f6f46a1e4ba63d3b0033661,14604385,2022-04-17,8287,0x012b38ccb3ae97a32cd24088bf9426d4ee5442d3,0xf2aba42dcff6f912a2a6b4a52c279ad3246b17b9,0x012b38ccb3ae97a32cd24088bf9426d4ee5442d3,0xf2aba42dcff6f912a2a6b4a52c279ad3246b17b9,17.41,53385.2930262641,1650220609
0xcb03cdbd92d937d1a0728e3ef4a28e26e2e76b311a505797389c25fa10cbff66,14604382,2022-04-17,5525,0x2e94868fe6d83057431698811b90581a597f2ba2,0xb3835cb5c2c2bbf422d0dbdec0968fb891b3495d,0x2e94868fe6d83057431698811b90581a597f2ba2,0xb3835cb5c2c2bbf422d0dbdec0968fb891b3495d,15.5,47528.5492192472,1650220548
0x40e5928725c117c65fdecceb3a9219aa8ca0586386bb12207acbe8dbf4293b1b,14604382,2022-04-17,9000,0xda6ad74619e62503c4cbefbe02ae05c8f4314591,0x145d95a0d27e91c6ca8094b815d955b77ca2fb4a,0xda6ad74619e62503c4cbefbe02ae05c8f4314591,0x145d95a0d27e91c6ca8094b815d955b77ca2fb4a,15.5,47528.5492192472,1650220548
0xc2460ab90f67305d4633512dca8452a6de3fb9f3db3303beea0a8d8e2586a20d,14604370,2022-04-17,8343,0x6fad1cdb971fe76ef230e9382e7c3c69b4bd3282,0x4d29fc6fceba665aa51a399a54d89d40fc30b71f,0x6fad1cdb971fe76ef230e9382e7c3c69b4bd3282,0x4d29fc6fceba665aa51a399a54d89d40fc30b71f,16.69,51177.51525607972,1650220320
0x63ed5b8557d2e2bcdf9d888ac67e30cd48b8558fb558eb4ecac5fbd5c0f9c203,14604365,2022-04-17,4211,0x9abe564c083a80334e2f44b412e85603a179417f,0xff96510e23d4a41f365d197f93410d040ccabca1,0x9abe564c083a80334e2f44b412e85603a179417f,0xff96510e23d4a41f365d197f93410d040ccabca1,15.15,46455.32391429645,1650220248
0xbd0c33e4d0f3beb5f5dbdc564af836797e8f148d53185305ef42700535487983,14604358,2022-04-17,2278,0x7948c27e41ac2eb4ea236d0fb6a74604c53792af,0x09382e9bbdf4a47d48d83d56857704cf6fab1f82,0x7948c27e41ac2eb4ea236d0fb6a74604c53792af,0x09382e9bbdf4a47d48d83d56857704cf6fab1f82,15.69,48111.157241934736,1650220196
0x6435f0a3d48db054634efc72944cd6993ac3c015f59db93c31ae9d8802f83ff4,14604357,2022-04-17,8521,0x8ee8608663e349cb8a5ab505f86ea64b67ee9335,0xc4a7632a04e7d0fd0460cb1daa86b3ecb9842f5b,0x8ee8608663e349cb8a5ab505f86ea64b67ee9335,0x00000000a50bb64b4bbeceb18715748dface08af,20.0,61327.1602828996,1650220161
0xa48451a08189458e1dc6f004e2cc75ae94a20ac2bab92e2e317c1e31c2a6b028,14604357,2022-04-17,9799,0xef728cdeb37a080ab86312e860a956122d3a6252,0x2e9bf2a146a03d1d6ddbd1340e529fd1d08d748d,0xef728cdeb37a080ab86312e860a956122d3a6252,0x2e9bf2a146a03d1d6ddbd1340e529fd1d08d748d,15.0,45995.37021217471,1650220161
0x12adff80e5aa73470ab36677196c41f1b9881225fd18339ddc20ffe7fecbced8,14604351,2022-04-17,3216,0x0dd1e4692d4db35930d50f64b8f7ce0dda7efad3,0xc665a60f22dda926b920deb8ffac0ef9d8a17460,0x0dd1e4692d4db35930d50f64b8f7ce0dda7efad3,0xc665a60f22dda926b920deb8ffac0ef9d8a17460,16.0,49061.72822631968,1650220053
0x7e346970a8a8f746556c9abec41d7b1d6c2c70c6ed48e557d8ae3bd546072f26,14604351,2022-04-17,8455,0xa061982d4b087d911db8399a641187df945d48d0,0xdbe7c71cdc2cd4f62620f5f35d3963f57fdeb51b,0xa061982d4b087d911db8399a641187df945d48d0,0xdbe7c71cdc2cd4f62620f5f35d3963f57fdeb51b,18.0,55194.44425460964,1650220053
0xc9980a40a383f0bbcf34af4b423864fee8743fe4994ac82bfecde9f62ab33fbd,14604349,2022-04-17,5537,0x7ace415e234bb4c5ea5e48f63e19f22c5793d6f2,0xbabe937537f706b1360ad9edd697abdf37bea21f,0x7ace415e234bb4c5ea5e48f63e19f22c5793d6f2,0xbabe937537f706b1360ad9edd697abdf37bea21f,17.5,53661.26524753715,1650220008
0x949d40165a0b56360792ec45c3052d1e62230ecb677011098ef0c7a41ecb88af,14604349,2022-04-17,5487,0xe35b192318404b16619d47d8a74fdcdf92d3c4d1,0x1192c3f2d0f636f5e60c579211840aab7c0d014b,0xe35b192318404b16619d47d8a74fdcdf92d3c4d1,0x1192c3f2d0f636f5e60c579211840aab7c0d014b,15.69,48111.157241934736,1650220008
0x436e193d3c08e8c9b12a177f3c6fc7a5393c00b60f59e8d5c199acd3d8a49b59,14604349,2022-04-17,6241,0x81e1e41ab61001b237ed0f2af5025f79eea5d62e,0xe71879304f842bffb76194aa8618fae87fbf90fe,0x81e1e41ab61001b237ed0f2af5025f79eea5d62e,0xe71879304f842bffb76194aa8618fae87fbf90fe,15.0,45995.37021217471,1650220008
0xa24d0dfe267bbd104ad5ab2ada6d770afdd8f4eb562807989496286e21bfeb71,14604348,2022-04-17,9694,0xa6e1f7de93950e6724e94cf563bc7ae4551e5f29,0x6195ad7ec10cd062d50536b17854e31c2afc81a1,0xa6e1f7de93950e6724e94cf563bc7ae4551e5f29,0x6195ad7ec10cd062d50536b17854e31c2afc81a1,15.0,45995.37021217471,1650219953
0x76a9cf115613f0cbbc58f04684c00903e8f78426985c5d7e6f66dfc4954cd9e6,14604348,2022-04-17,7648,0xb730d3908b9b83ac4d876ae5c70aa9804f39694a,0x9dbd781eeba135ad2a779926880adc89196a3265,0xb730d3908b9b83ac4d876ae5c70aa9804f39694a,0x9dbd781eeba135ad2a779926880adc89196a3265,15.0,45995.37021217471,1650219953
0x50a2064f9e4f045c929aa8091a033753cf745e3efb459be6fcfa2a0f3a82e0fe,14604347,2022-04-17,8885,0xbd380f5218a2fe9c5cec5b0a74121979cdab6180,0x40a628d16be2ba6956f60402b17f52e8bfe32497,0xbd380f5218a2fe9c5cec5b0a74121979cdab6180,0x40a628d16be2ba6956f60402b17f52e8bfe32497,18.0,55194.44425460964,1650219933
0xaa97faf4db01dc420dca637ae38c283847993730a5901e91216ed223f902f7e5,14604346,2022-04-17,1199,0xdcd6be5b142deeab1a011c909c8a2e4afa0c885c,0x0c3cfe41cbfe654edc3e95e981022f02418ec45e,0xdcd6be5b142deeab1a011c909c8a2e4afa0c885c,0x0c3cfe41cbfe654edc3e95e981022f02418ec45e,15.0,45995.37021217471,1650219922
0x730c4466fe84c4f3afd5d8a3331a695bc9e3d5c488d294cfdea7a1a8e09c79ce,14604343,2022-04-17,8138,0xb47c55f00a31deda8415e67d587168e05d41f92c,0x4d12ea79ac31d68ef86f145d6b6aa76a64800a5f,0xb47c55f00a31deda8415e67d587168e05d41f92c,0x4d12ea79ac31d68ef86f145d6b6aa76a64800a5f,21.95,67306.5584104823,1650219887
0xb6a3027f1d381361c309015065c4caf19775abd8e4f21378da5d7d423f77f565,14604341,2022-04-17,5082,0x1857bda243b5c9d9ddb4928944a46010bed3e348,0x7670cc3a9d9bd006bf9a6dcb1fd6152e28203570,0x1857bda243b5c9d9ddb4928944a46010bed3e348,0x0000000035634b55f3d99b071b5a354f48e10bef,14.91,45719.397990901656,1650219866
0xb6a3027f1d381361c309015065c4caf19775abd8e4f21378da5d7d423f77f565,14604341,2022-04-17,357,0x3f546287b708fbc18c899d9257a68b1aee0943ae,0x7670cc3a9d9bd006bf9a6dcb1fd6152e28203570,0x3f546287b708fbc18c899d9257a68b1aee0943ae,0x0000000035634b55f3d99b071b5a354f48e10bef,15.0,45995.37021217471,1650219866
0xb6a3027f1d381361c309015065c4caf19775abd8e4f21378da5d7d423f77f565,14604341,2022-04-17,6943,0xdf70f7846251ffe0f1b40a40933632cfd5c6c450,0x7670cc3a9d9bd006bf9a6dcb1fd6152e28203570,0xdf70f7846251ffe0f1b40a40933632cfd5c6c450,0x0000000035634b55f3d99b071b5a354f48e10bef,14.95,45842.05231146745,1650219866
0xb6a3027f1d381361c309015065c4caf19775abd8e4f21378da5d7d423f77f565,14604341,2022-04-17,6332,0x02009370ff755704e9acbd96042c1ab832d6067e,0x7670cc3a9d9bd006bf9a6dcb1fd6152e28203570,0x02009370ff755704e9acbd96042c1ab832d6067e,0x0000000035634b55f3d99b071b5a354f48e10bef,14.9,45688.73441076021,1650219866
0xb6a3027f1d381361c309015065c4caf19775abd8e4f21378da5d7d423f77f565,14604341,2022-04-17,344,0x20b0088e94417517015e0091a4f2678217b01117,0x7670cc3a9d9bd006bf9a6dcb1fd6152e28203570,0x20b0088e94417517015e0091a4f2678217b01117,0x0000000035634b55f3d99b071b5a354f48e10bef,14.99,45964.70663203325,1650219866
0xb6a3027f1d381361c309015065c4caf19775abd8e4f21378da5d7d423f77f565,14604341,2022-04-17,140,0x13e3266b9abceaf9d0c16e4c23a6fd152c0a2d68,0x7670cc3a9d9bd006bf9a6dcb1fd6152e28203570,0x13e3266b9abceaf9d0c16e4c23a6fd152c0a2d68,0x0000000035634b55f3d99b071b5a354f48e10bef,15.0,45995.37021217471,1650219866
0x21d156683cff35e519f727bcefec162d13f8bda92b658ad3f9760e8988b07e3b,14604338,2022-04-17,1138,0xc7f02456dd3fc26aae2ca1d68528cf9764bf5598,0x23fdd1fe8754b50e21503bf3da560b9612d927a4,0xc7f02456dd3fc26aae2ca1d68528cf9764bf5598,0x23fdd1fe8754b50e21503bf3da560b9612d927a4,15.0,45995.37021217471,1650219840
0x462211d676ad79ad0967402b8ef223b6374f61b9a275170c85ed20d93952f646,14604338,2022-04-17,9510,0x53a8157cc547f131c67c279a03332d5f6a080f87,0xfb94718490d08f5146313d03aee65d6564995b3c,0x53a8157cc547f131c67c279a03332d5f6a080f87,0xfb94718490d08f5146313d03aee65d6564995b3c,15.0,45995.37021217471,1650219840
0xebe066207053838dc457ec9caea46a4d2a853ce66c57018787c34c33c741e3ff,14604337,2022-04-17,7839,0x833a685898c2ba7ca920a347b106f4ceb75d8cf6,0xa80cff1eff4ade72b21d5aabec6375bf0f69f073,0x833a685898c2ba7ca920a347b106f4ceb75d8cf6,0xa80cff1eff4ade72b21d5aabec6375bf0f69f073,15.0,45995.37021217471,1650219825
0x6e3a68d33cbe0776a1aaf316c51f27693cd5fd3561ddc6b72018f13976dd24ab,14604337,2022-04-17,5031,0xc63a4fc7f78bfab4109b367427ce395dee75e411,0xe53ebe8ded621a3e5a1789bbd2605378f8591c87,0xc63a4fc7f78bfab4109b367427ce395dee75e411,0xe53ebe8ded621a3e5a1789bbd2605378f8591c87,15.0,45995.37021217471,1650219825
0xfb68bcde16514b2b3e807d4f44299d4bc5bbeae376ffa889b7abea6939fdfa8d,14604336,2022-04-17,3068,0x3248d6fe1f825b2fb792402ab2b10e2123cc7c87,0x3b41f54f1ed428ae29f95334f974a82d4dc788ef,0x3248d6fe1f825b2fb792402ab2b10e2123cc7c87,0x3b41f54f1ed428ae29f95334f974a82d4dc788ef,16.0,49061.72822631968,1650219802
0x8449f5074babe6b267e3e012e6213c59755b7534b6502b07319993f6e8826f23,14604334,2022-04-17,9768,0xbc06112544d86b8053d8b401ac264a6b45311b56,0x616b958904940c789e104cb39bd2bff82427cccb,0xbc06112544d86b8053d8b401ac264a6b45311b56,0x616b958904940c789e104cb39bd2bff82427cccb,17.5,53661.26524753715,1650219781
0x898945419ce38be2a517482cfc86d701fe93378039864bb27bae69bfa7c47597,14604332,2022-04-17,5694,0x29ab3e2fe82601ef8e0c9fe8c062e7bf96c4c590,0xd7a9ccad4ddb88f9a39fcc87748a045767baf5dd,0x29ab3e2fe82601ef8e0c9fe8c062e7bf96c4c590,0xd7a9ccad4ddb88f9a39fcc87748a045767baf5dd,21.0,64393.51829704458,1650219766
0x10dfed16ac9e2f76d277ddb1a47b78b0d0ba613ca742d2f0aed2d9df69aae8a5,14604330,2022-04-17,3883,0x1aac7943cc20ec39044309f2c39e3ec2959a009d,0xc4def9c777039e99a6d96d49714081bd4831c816,0x1aac7943cc20ec39044309f2c39e3ec2959a009d,0xc4def9c777039e99a6d96d49714081bd4831c816,14.9,45688.73441076021,1650219733
0xa4535a9937960d2900011038ed847c7e5bc3126dabb0913354ab49236ac54896,14604330,2022-04-17,7586,0x2fefd2c767d20958a6bbb9f6973a0fb6f64504c4,0x2dbd479974967b8a0717d8b84c2172d8b26cdf44,0x2fefd2c767d20958a6bbb9f6973a0fb6f64504c4,0x2dbd479974967b8a0717d8b84c2172d8b26cdf44,16.8842,51773.00198242667,1650219733
0xe35f234f34f08a5ba10201642e5ef835c9f83ae39449dc3558bc34c6a0c00a3f,14604329,2022-04-17,7821,0xddcc494b188d01798be8aac46ba914c653edea25,0xb01db130b138d05eca23fa67986f9f386059e205,0xddcc494b188d01798be8aac46ba914c653edea25,0xb01db130b138d05eca23fa67986f9f386059e205,14.98,45934.04305189181,1650219724
0x8c88bc6e5ae823dea0cd7d4ddb7255b51470fe22148190c40c7a549cfed26628,14604328,2022-04-17,8839,0x0e2a632cd59c644a5371ca1822597c86db97f42b,0xc43afc6e6712f68eb307dd560241d4dab4801517,0x0e2a632cd59c644a5371ca1822597c86db97f42b,0xc43afc6e6712f68eb307dd560241d4dab4801517,14.9,45688.73441076021,1650219701
0x0af53e2772b1c39546d61a7987dd3e133973ed691c21ee0e92ca16515c65b611,14604327,2022-04-17,6611,0x0c2db7cb6d59b0f68c72480460b1d225e71740b4,0xac3588609f3b4bbabdacc7a4c79b3da8d50c954d,0x0c2db7cb6d59b0f68c72480460b1d225e71740b4,0xac3588609f3b4bbabdacc7a4c79b3da8d50c954d,14.49,44431.52762496076,1650219661
0x89d8543331dbf9d03a4915de31c3350d53997c8f1a2eaab46f051e3f0d1e1395,14604323,2022-04-17,1628,0x8f20987736e8cbe6d19efe78443d8e33ae03be87,0x0c54c69a347d7cbffd806e1619c4b706babbf253,0x8f20987736e8cbe6d19efe78443d8e33ae03be87,0x0c54c69a347d7cbffd806e1619c4b706babbf253,14.5,44462.191205102215,1650219573
0x0cea320077d3474cf662590af9097b2e8dec703106700c63d5f3d2b54cbcaaaf,14604323,2022-04-17,4841,0x2e9bf2a146a03d1d6ddbd1340e529fd1d08d748d,0x4300de18bbb4750c5601ce6abd65256fa40f2540,0x2e9bf2a146a03d1d6ddbd1340e529fd1d08d748d,0x4300de18bbb4750c5601ce6abd65256fa40f2540,19.5,59793.98127582712,1650219573
0x7cf75d01d17ef5d54afa8d0d76d186f1164ef39b79a624f92bedb6d5862df8e7,14604323,2022-04-17,8805,0x6d790d9e11e8bf869cb4c8d800f5fe57d94fb8e7,0xf4f8743d35077be7459eb5d7ef20db57de579192,0x6d790d9e11e8bf869cb4c8d800f5fe57d94fb8e7,0xf4f8743d35077be7459eb5d7ef20db57de579192,25.5,78192.129360697,1650219573
0xcf5390ca192acd9244c3895a1dc2f73373a8e2e99ac9a2e0382e32d7614a4d25,14604320,2022-04-17,3890,0xb9a7efbe63dcdf7c947b8ce6377dc10cf1b8e3a2,0xaf1c117b40df6916fcfd7077baa74d21da3fcb07,0xb9a7efbe63dcdf7c947b8ce6377dc10cf1b8e3a2,0xaf1c117b40df6916fcfd7077baa74d21da3fcb07,14.988,45958.57391600496,1650219542
0xa9d7de1b3c18860863b02ccd223a601c779bfb85bab10237c453f43eb27de541,14604319,2022-04-17,7725,0x833a685898c2ba7ca920a347b106f4ceb75d8cf6,0x71274505fac0ae11cc62870ecdfa314210eafcc4,0x833a685898c2ba7ca920a347b106f4ceb75d8cf6,0x71274505fac0ae11cc62870ecdfa314210eafcc4,14.5,44462.191205102215,1650219500
0x3faab52a7b688cb5b7091a31fe3a6ec271e4355cd71c9c12d7b92b52d17865e0,14604319,2022-04-17,1068,0x4dca116cf962e497becae7d441687320b6c66118,0xaa35d3562e3a43403f68e98b9360b35a4d2373f9,0x4dca116cf962e497becae7d441687320b6c66118,0xaa35d3562e3a43403f68e98b9360b35a4d2373f9,14.6,44768.82700651671,1650219500
0xd783813eba8db54e060cea4c0a511cc777e4772936bb683683e35f1e79d2ae9c,14604318,2022-04-17,4198,0xeb4d2e17a1fa87c9a1d68684994dfc25bab5e474,0xb909d06c30c63cc9229b64c28f65d6caa3012bac,0xeb4d2e17a1fa87c9a1d68684994dfc25bab5e474,0xb909d06c30c63cc9229b64c28f65d6caa3012bac,14.84,45504.75292991151,1650219489
0x57c05531877a342e0ae1a96d1a7b0b00bcdd0e0c1054648ec1b98df55071a418,14604315,2022-04-17,5392,0xd0aa270c12d639ab4a6288a5ce08cdb063e294b3,0xc4a7632a04e7d0fd0460cb1daa86b3ecb9842f5b,0xd0aa270c12d639ab4a6288a5ce08cdb063e294b3,0x0000000035634b55f3d99b071b5a354f48e10bef,24.0,73592.59233947952,1650219455
0x57c05531877a342e0ae1a96d1a7b0b00bcdd0e0c1054648ec1b98df55071a418,14604315,2022-04-17,8703,0x0bf8422f0a124e664f4ac2ec42cfe50afe8b8906,0xc4a7632a04e7d0fd0460cb1daa86b3ecb9842f5b,0x0bf8422f0a124e664f4ac2ec42cfe50afe8b8906,0x0000000035634b55f3d99b071b5a354f48e10bef,25.0,76658.9503536245,1650219455
0x57c05531877a342e0ae1a96d1a7b0b00bcdd0e0c1054648ec1b98df55071a418,14604315,2022-04-17,5707,0xbe607d9cfa0f55a18bdc7d8f67d70fe89ea014d9,0xc4a7632a04e7d0fd0460cb1daa86b3ecb9842f5b,0xbe607d9cfa0f55a18bdc7d8f67d70fe89ea014d9,0x0000000035634b55f3d99b071b5a354f48e10bef,24.0,73592.59233947952,1650219455
0xb894313e7e7255887d4a18f4951cc41666fbffc4380962d5482df04b7834981e,14604314,2022-04-17,6386,0xa99ad9a65b4bd030ff0bd441ed4dc0556831fa3d,0x17068861fabfc42d738d290c7430dbdf786cc131,0xa99ad9a65b4bd030ff0bd441ed4dc0556831fa3d,0x17068861fabfc42d738d290c7430dbdf786cc131,14.48,44400.86404481931,1650219443
0x4956f90f1e0426551920babaf8be3ca064a4860e82db6991c162ee5bb5723167,14604313,2022-04-17,6461,0x69edfbf03a0163e7d9f516f32068b011d47dfeb6,0x36a55f983844acf020870ab76cfea5d62179e4b8,0x69edfbf03a0163e7d9f516f32068b011d47dfeb6,0x36a55f983844acf020870ab76cfea5d62179e4b8,14.7,45075.46280793121,1650219410
0xee09d0e0e3b92860e60625065365a0a9a790f923b02e315de5552a4a8bc8bfc6,14604312,2022-04-17,5097,0xa19c2c5fa8945dedccce8c6bd54fe2d4599db4c2,0x02aaa417b43f9a23e772276c31c5bd7ed9a682bc,0xa19c2c5fa8945dedccce8c6bd54fe2d4599db4c2,0x02aaa417b43f9a23e772276c31c5bd7ed9a682bc,19.19,58843.410291442175,1650219383
0xd835a8d88c17f693b83351b551eb38519d955b209829846b9a6402902055a306,14604311,2022-04-17,8057,0xf2aba42dcff6f912a2a6b4a52c279ad3246b17b9,0x09382e9bbdf4a47d48d83d56857704cf6fab1f82,0xf2aba42dcff6f912a2a6b4a52c279ad3246b17b9,0x09382e9bbdf4a47d48d83d56857704cf6fab1f82,14.8,45382.09860934571,1650219375
0x53051fc1778190f816798165683069d776b6b98919fec189424e55b1baee6ab2,14604309,2022-04-17,7850,0xfbc01cfe65c0faf6e9d63926822c797b39fc8e17,0xc3802c235de99172ff2f85003711de1fd7d2fa05,0xfbc01cfe65c0faf6e9d63926822c797b39fc8e17,0xc3802c235de99172ff2f85003711de1fd7d2fa05,14.88,45627.40725047731,1650219298
0x998265ec296bf1bbd578a93224ae6f7472dd06523c2db8abc47fb407952b71c0,14604305,2022-04-17,3325,0xdda5d3633614ce4c92b021736ceda4b766fd139b,0x60d1ff35ad8416e5d0feed24db5c1ed47ec55d8a,0xdda5d3633614ce4c92b021736ceda4b766fd139b,0x60d1ff35ad8416e5d0feed24db5c1ed47ec55d8a,25.0,76658.9503536245,1650219253
0x3a7039608c0a3637c4689f6c226c7200fa5b80ba868c1ea09968cd8edeb26535,14604299,2022-04-17,8152,0x3cba0f6978b49191d29ceca86a7d90870293f5e4,0x1e67c3b82084c1909110624bb2a0d9d20c2a4bf2,0x3cba0f6978b49191d29ceca86a7d90870293f5e4,0x1e67c3b82084c1909110624bb2a0d9d20c2a4bf2,20.0,61327.1602828996,1650219210
0x38240451d1acfb154822ecf3680d911310970c148ac35e04efb0846b024681a6,14604298,2022-04-17,3934,0x630430b225e1997afe7b8c7b99274b965b2d7015,0x6f36d9ec2639d01021f27e294dc37b216b19b5d6,0x630430b225e1997afe7b8c7b99274b965b2d7015,0x6f36d9ec2639d01021f27e294dc37b216b19b5d6,14.9,45688.73441076021,1650219179
0x799e8c9e54e8a57380bde5ead01cb739d2842ef4257d93319f09530cbdf05674,14604294,2022-04-17,9060,0xc525379156f48b43d6fdbf029114a233259d552e,0x4db160b0a94036bd13f69a2ac6b46b7e696244f1,0xc525379156f48b43d6fdbf029114a233259d552e,0x4db160b0a94036bd13f69a2ac6b46b7e696244f1,23.88,73224.62937778213,1650219123
0x9de786b109824a8ccb74fe445feea7381f31f1ee9aa901ab8b7005a1ec2bbfd3,14604291,2022-04-17,6281,0xcf0c19baf291b578383ba758c7d3cff0b2fce371,0x812b50c025f0d950df1e9b4f59c79bb00b08401c,0xcf0c19baf291b578383ba758c7d3cff0b2fce371,0x812b50c025f0d950df1e9b4f59c79bb00b08401c,14.5,44462.191205102215,1650219109
0x4f3958c99f946fd18149d8931587071192e8b886e7408a521d1d1bcd3c7602e6,14604284,2022-04-17,3510,0x85a8636a9ae9f9851507dcc951b980a038738128,0x9e51954aaf1d8a73fa1e78dc55fe8637fcf805cf,0x85a8636a9ae9f9851507dcc951b980a038738128,0x9e51954aaf1d8a73fa1e78dc55fe8637fcf805cf,19.8,60713.88868007061,1650219026
0xe2a0a134a8536b1566a1da2af87a2e5473fdbed877e7ccc2efe87ce6e9d39b21,14604284,2022-04-17,3514,0x98d285e030bb281cb4c12ea4f8ced5980f76ee98,0xa4ff65f3072994595c68636663dd2ad6a9dc19a5,0x98d285e030bb281cb4c12ea4f8ced5980f76ee98,0xa4ff65f3072994595c68636663dd2ad6a9dc19a5,14.5,44462.191205102215,1650219026
0xeb2744d2fef4726193695d68b3e3d6431ae86305207a787b7ac9dae778fc47e8,14604284,2022-04-17,8124,0x79d16570483afc8c749216bfc0b8abf759ead7c4,0x4642d9d9a434134cb005222ea1422e1820508d7b,0x79d16570483afc8c749216bfc0b8abf759ead7c4,0x00000000a50bb64b4bbeceb18715748dface08af,14.269,43753.86250383472,1650219026
0x5836624d6310cd0fa3f3fe8f595c6cbe924dc16355a38fe85c9411682ece0cfa,14604283,2022-04-17,7135,0x1e67c3b82084c1909110624bb2a0d9d20c2a4bf2,0xb00969aef4656cc53b43d6d375dcaaafeb9b0c5f,0x1e67c3b82084c1909110624bb2a0d9d20c2a4bf2,0xb00969aef4656cc53b43d6d375dcaaafeb9b0c5f,14.2,43542.28380085871,1650219018
0x37e935f979330b38597ffe3fb006b5b8e8865dc3cca3fa8f01c4ef665da75ae9,14604280,2022-04-17,3959,0x954bff7ade1273dea542246acfb32c6074431b72,0xfb94718490d08f5146313d03aee65d6564995b3c,0x954bff7ade1273dea542246acfb32c6074431b72,0xfb94718490d08f5146313d03aee65d6564995b3c,14.5,44462.191205102215,1650218990
0x95aad60c41f1535b30ab8c3e9a9ec55e47df97f7060214ce0dff681636dd7c66,14604278,2022-04-17,9306,0x92ef4e91e4fa2f5273fe770f54252bb564258944,0xa98220f6dc5dfca27ff19605a0a6d3e1dde4cfe8,0x92ef4e91e4fa2f5273fe770f54252bb564258944,0xa98220f6dc5dfca27ff19605a0a6d3e1dde4cfe8,15.25,46761.95971571095,1650218978
0x72a985377a404d902ea1dbe8903654d8415af7de5bcf666b49c8d14a57444628,14604277,2022-04-17,5887,0x6e2fc50bdde3e8b45ab47282986c5c45ffb08b7e,0xdbe7c71cdc2cd4f62620f5f35d3963f57fdeb51b,0x6e2fc50bdde3e8b45ab47282986c5c45ffb08b7e,0xdbe7c71cdc2cd4f62620f5f35d3963f57fdeb51b,14.68,45014.13564764831,1650218954
0xa9e9047ae093f77c0754d524b7edc31a94226cb75ba74cf1954f5ee5b13a870b,14604274,2022-04-17,5458,0x6f36d9ec2639d01021f27e294dc37b216b19b5d6,0xac3588609f3b4bbabdacc7a4c79b3da8d50c954d,0x6f36d9ec2639d01021f27e294dc37b216b19b5d6,0x0000000035634b55f3d99b071b5a354f48e10bef,14.2,43542.28380085871,1650218891
